OPERADOR;SERVICIO;INDICATIVO;BLOQUE;MODALIDAD;LOCALIDAD
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;364;4447;MPP;PRESIDENCIA ROQUE SAENZ PEÑA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;4703;BASICA;BUEN PASTO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;4993;BASICA;BRAHMA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3757;492;MPP;PUERTO IGUAZU
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2342;43;BASICA;BRAGADO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2342;42;BASICA;BRAGADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;376;4473;MPP;POSADAS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2355;499;BASICA;BAYAUCA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2966;4904;BASICA;BELLA VISTA (PROV.  SANTA CRUZ)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3542;463;MPP;SALSACATE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2325;450;MPP;SAN ANDRES DE GILES
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;387;460;MPP;SALTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;387;4987;MPP;SALTA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2474;450;MPP;SALTO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;358;473;MPP;RIO CUARTO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;266;44994;BASICA;BEAZLEY
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3382;450;MPP;RUFINO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2355;494;BASICA;BAYAUCA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2658;4997;BASICA;BATAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2226;497;BASICA;BARRIO SAN ESTEBAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3408;450;MPP;SAN CRISTOBAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3564;442;MPP;SAN FRANCISCO (PROV. CORDOBA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3564;477;MPP;SAN FRANCISCO (PROV. CORDOBA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2647;498;BASICA;TUDCUM
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2966;62;CPP;RIO GALLEGOS
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3571;450;MPP;RIO TERCERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3854;494;MPP;FRIAS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2302;472;BASICA;BERNARDO LARROUDE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2302;492;BASICA;BERNARDO LARROUDE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2317;494;BASICA;TROPEZON
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;264;4948;BASICA;BERMEJO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;264;438;MPP;SAN JUAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3574;450;MPP;RIO PRIMERO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;294;4450;MPP;SAN CARLOS DE BARILOCHE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2292;45;BASICA;BENITO JUAREZ
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3782;470;MPP;SALADAS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2346;4992;BASICA;BENITEZ
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;341;4695;MPP;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;341;475;MPP;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;341;4677;MPP;ROSARIO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2395;494;BASICA;BELLOCQ
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3445;450;MPP;ROSARIO DEL TALA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;358;4897;MPP;RIO CUARTO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3572;450;MPP;RIO SEGUNDO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;494;BASICA;CORCOVADO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;451;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2921;45;BASICA;CORONEL DORREGO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;263;4486;BASICA;SANTA ROSA (PROV.  MENDOZA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2223;44;BASICA;CORONEL BRANDSEN
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2946;492;BASICA;CORONEL BELISLE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2622;491;BASICA;CORDON DEL PLATA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2356;496;BASICA;CORONEL GRANADA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;11;4354;BASICA;AMBA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2331;495;BASICA;CORONEL HILARIO LAGOS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2983;497;BASICA;COPETONAS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2983;467;BASICA;COPETONAS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;299;495;BASICA;CONTRALMIRANTE CORDERO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2334;483;BASICA;CONHELLO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2334;482;BASICA;CONHELLO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;294;44908;BASICA;CONFLUENCIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2934;4903;BASICA;CONA NIYEU
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;11;4398;BASICA;AMBA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2265;43;BASICA;CORONEL VIDAL
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;291;4915;BASICA;SIERRA DE LA VENTANA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2952;4903;BASICA;CUCHILLO CO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2352;4903;BASICA;CUCHA CUCHA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;460;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;261;4990;BASICA;CRUZ DE PIEDRA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;4706;BASICA;COSTA DEL CHUBUT
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2356;495;BASICA;CORONEL GRANADA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2265;493;BASICA;CORONEL VIDAL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2954;66;CPP;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2926;491;BASICA;CORONEL SUAREZ
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2926;42;BASICA;CORONEL SUAREZ
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2926;43;BASICA;CORONEL SUAREZ
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2922;46;BASICA;CORONEL PRINGLES
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2346;492;BASICA;CORONEL MON
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2346;494;BASICA;CORONEL MOM
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2331;494;BASICA;CORONEL HILARIO LAGOS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;263;4494;BASICA;COSTA DE ARAUJO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2396;634;CPP;PEHUAJO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2246;430;BASICA;SANTA TERESITA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2246;42;BASICA;SANTA TERESITA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2246;434;BASICA;SANTA TERESITA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2246;431;BASICA;SANTA TERESITA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2246;433;BASICA;SANTA TERESITA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2246;435;BASICA;SANTA TERESITA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;4914;BASICA;COMODORO RIVADAVIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2396;633;CPP;PEHUAJO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;263;4497;BASICA;SANTA ROSA (PROV.  MENDOZA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2268;4902;BASICA;SANTO DOMINGO (PROV.  BUENOS AIRES)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;299;4822;BASICA;SENILLOSA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;299;492;BASICA;SENILLOSA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2940;4990;BASICA;COMICO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2291;48;BASICA;COMANDANTE N. OTAMENDI
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2962;497;BASICA;COMANDANTE LUIS PIEDRA BUENA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2477;43;BASICA;PERGAMINO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;440;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;445;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;43;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2335;491;BASICA;PICHI HUINCA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;11;4352;BASICA;AMBA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2335;490;BASICA;PICHI HUINCA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;481;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;459;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;446;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2924;493;BASICA;SANTA TERESA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;444;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2924;495;BASICA;SANTA TERESA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;456;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;447;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;448;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;449;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;454;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;455;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;482;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;297;453;BASICA;COMODORO RIVADAVIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;280;4492;BASICA;DOLAVON
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;461;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2921;4991;BASICA;SAN ROMAN 
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2647;4905;BASICA;SAN ROQUE  (PROV.  SAN JUAN)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;266;4490;BASICA;SAN ROQUE (PROV.  SAN LUIS)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2346;4965;BASICA;SAN SEBASTIAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRCE;3487;499;CPP;ZARATE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;280;4463;BASICA;DOLAVON
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2225;48;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2622;493;BASICA;PAREDITAS
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3469;450;MPP;ACEBAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3585;497;MPP;ADELIA MARIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3865;450;MPP;AGUILARES
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3827;450;MPP;AIMOGASTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3438;450;MPP;ALCARAZ
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2337;495;BASICA;SANSINENA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3547;482;MPP;ALTA GRACIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2225;497;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;261;654;CPP;MENDOZA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;260;443;BASICA;SAN RAFAEL (PROV. MENDOZA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2334;481;BASICA;EDUARDO CASTEX
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2334;45;BASICA;EDUARDO CASTEX
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2923;492;BASICA;DUFAUR
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2923;493;BASICA;DUFAUR
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2317;492;BASICA;DUDIGNAC
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;260;4440;BASICA;SAN RAFAEL (PROV. MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;261;651;CPP;MENDOZA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SAP;11;4592;MPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;261;653;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;261;652;CPP;MENDOZA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2302;4801;BASICA;DORILA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2225;491;BASICA;DOMSELAAR
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2245;44;BASICA;DOLORES (PROV.  BUENOS AIRES)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2477;42;BASICA;PERGAMINO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2331;496;BASICA;PARERA (PROV.  LA PAMPA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;261;650;CPP;MENDOZA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;452;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2338;493;BASICA;SANTA ISABEL (PROV.  LA PAMPA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;4560;MPP;AMBA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;454;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3835;481;MPP;ANDALGALA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3844;484;MPP;AÑATUYA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3844;477;MPP;AÑATUYA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2903;4902;BASICA;DOCTOR RICARDO ROJAS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;457;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;49870;MPP;AMBA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;453;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;456;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3576;460;MPP;ARROYITO (PROV.  CORDOBA)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;455;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3402;450;MPP;ARROYO SECO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;42;BASICA;SANTA ROSA (PROV.  LA PAMPA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3491;450;MPP;ARRUFO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3758;450;MPP;APOSTOLES
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2331;491;BASICA;DAMIAN MAISONAVE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2934;48;BASICA;SIERRA GRANDE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;11;4388;BASICA;AMBA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2953;492;BASICA;DOBLAS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;264;4970;BASICA;DIVISADERO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;280;44903;BASICA;DIQUE FLORENTINO AMEGHINO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2317;4801;BASICA;DENNEHY
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2344;495;BASICA;DEL CARRIL
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2357;493;BASICA;CURARU
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2924;42;BASICA;DARREGUEIRA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;4707;BASICA;CUSHAMEN
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2316;45;BASICA;DAIREAUX
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;11;4814;BASICA;AMBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;49871;MPP;AMBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;49872;MPP;AMBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;49874;MPP;AMBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;4561;MPP;AMBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;49873;MPP;AMBA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2924;491;BASICA;DARREGUEIRA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;280;44900;BASICA;CERRO CONDOR
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;383;4487;MPP;CATAMARCA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;298;4494;BASICA;CERVANTES
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2283;46;BASICA;TAPALQUE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2283;42;BASICA;TAPALQUE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2948;4970;BASICA;TAQUIMILAN ABAJO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;493;BASICA;TECKA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2352;43;BASICA;CHACABUCO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;298;44997;BASICA;CERRO POLICIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3825;481;MPP;CHILECITO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;4704;BASICA;CERRO CENTINELA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2302;475;BASICA;CEBALLOS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2302;495;BASICA;CEBALLOS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;266;44984;BASICA;CAZADOR 
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2948;495;BASICA;CAVIAHUE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;264;496;BASICA;CAUCETE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;264;4939;BASICA;CAUCETE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;298;4493;BASICA;CERVANTES
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;280;44901;BASICA;CHACAY OESTE
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;261;4909;BASICA;COLONIA TRES DE MAYO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2948;4901;BASICA;CHAPUA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2335;4702;BASICA;PARAJE LOS HORNOS
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;263;4480;BASICA;CHAPANAY
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2331;4994;BASICA;CHAMAICO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;249;442;BASICA;TANDIL
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2352;45;BASICA;CHACABUCO
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2952;491;BASICA;CHACHARRAMENDI
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3716;498;MPP;COMANDANTE FONTANA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3456;493;MPP;CHAJARI
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3826;473;MPP;CHAMICAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3721;481;MPP;CHARADAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3731;495;MPP;CHARATA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2942;4896;BASICA;CHACAICO SUR
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2352;42;BASICA;CHACABUCO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3821;494;MPP;CHEPES
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;261;496;BASICA;CHACRAS DE CORIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2651;4902;BASICA;CAROLINA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2338;496;BASICA;CARRO QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3521;483;MPP;DEAN FUNES
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;473;BASICA;TECKA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2945;4907;BASICA;CARRENLEUFU
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3401;430;MPP;EL TREBOL
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3751;472;MPP;ELDORADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;494;MPP;CLORINDA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;264;4947;BASICA;CARPINTERIA (PROV. SAN JUAN)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;379;4481;MPP;CORRIENTES
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2338;497;BASICA;TELEN
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3496;450;MPP;ESPERANZA (PROV.  SANTA FE)
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2477;44;BASICA;PERGAMINO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3454;460;MPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3465;463;MPP;FIRMAT
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;370;4470;MPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;370;4477;MPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3751;497;MPP;ELDORADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3582;460;MPP;CORONEL MOLDES (PROV.  CORDOBA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;383;4460;MPP;CATAMARCA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;491;BASICA;CATRILO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3442;460;MPP;CONCEPCION DEL URUGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;345;435;MPP;CONCORDIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;345;4987;MPP;CONCORDIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;351;437;MPP;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;351;4907;MPP;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3774;460;MPP;CURUZU CUATIA
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA;SBT;2954;481;BASICA;CATRILO
