OPERADOR;SERVICIO;INDICATIVO;BLOQUE;MODALIDAD;LOCALIDAD
TELECENTRO SOCIEDAD ANONIMA;SBT;2202;57;BASICA;GONZALEZ CATAN
TELECENTRO SOCIEDAD ANONIMA;SBT;2202;58;BASICA;GONZALEZ CATAN
TELECENTRO SOCIEDAD ANONIMA;SBT;2320;23;BASICA;GRAND BOURG
TELECENTRO SOCIEDAD ANONIMA;SBT;2202;56;BASICA;GONZALEZ CATAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;237;4653;BASICA;GENERAL RODRIGUEZ
TELECENTRO SOCIEDAD ANONIMA;SBT;2229;52;BASICA;EL PATO
TELECENTRO SOCIEDAD ANONIMA;SBT;348;402;BASICA;ESCOBAR
TELECENTRO SOCIEDAD ANONIMA;SBT;348;401;BASICA;ESCOBAR
TELECENTRO SOCIEDAD ANONIMA;SBT;348;404;BASICA;ESCOBAR
TELECENTRO SOCIEDAD ANONIMA;SBT;348;403;BASICA;ESCOBAR
TELECENTRO SOCIEDAD ANONIMA;SBT;221;321;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;322;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;324;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;325;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;326;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;336;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;3122;BASICA;ABASTO
TELECENTRO SOCIEDAD ANONIMA;SBT;221;332;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;348;4278;BASICA;DIQUE LUJAN
TELECENTRO SOCIEDAD ANONIMA;SBT;221;327;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;328;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;329;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;333;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;339;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;338;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;337;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;334;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;221;335;BASICA;LA PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;230;406;BASICA;LA LONJA
TELECENTRO SOCIEDAD ANONIMA;SBT;237;451;BASICA;MORENO
TELECENTRO SOCIEDAD ANONIMA;SBT;221;330;BASICA;LA PLATA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;291;4876;BASICA;BAHIA BLANCA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3599;BASICA;MENDOZA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;342;5652;BASICA;SANTA FE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;341;2067;BASICA;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;342;5653;BASICA;SANTA FE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;342;5650;BASICA;SANTA FE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;341;2066;BASICA;ROSARIO
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;3489;314;BASICA;CAMPANA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;341;2068;BASICA;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;3327;502;BASICA;BENAVIDEZ
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;2320;304;BASICA;TORTUGUITAS
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;223;6314;BASICA;MAR DEL PLATA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;223;6312;BASICA;MAR DEL PLATA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;341;2069;BASICA;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;223;6311;BASICA;MAR DEL PLATA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;223;6310;BASICA;MAR DEL PLATA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;2323;300;BASICA;LUJAN (PROV.  BUENOS AIRES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;341;2065;BASICA;ROSARIO
IP-TEL SOCIEDAD ANONIMA;SBT;3543;670;BASICA;ARGÜELLO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;348;4225;BASICA;ESCOBAR
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;3489;309;BASICA;CAMPANA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;3487;337;BASICA;ZARATE
SERVICIOS DE TECNOLOGIA APLICADA SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;299;6360;BASICA;LAS PERLAS
IP-TEL SOCIEDAD ANONIMA;SBT;3543;674;BASICA;ARGÜELLO
IP-TEL SOCIEDAD ANONIMA;SBT;3462;370;BASICA;VENADO TUERTO
IP-TEL SOCIEDAD ANONIMA;SBT;3543;673;BASICA;ARGÜELLO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;261;2606;BASICA;MENDOZA
IP-TEL SOCIEDAD ANONIMA;SBT;3543;671;BASICA;ARGÜELLO
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;236;BASICA;LUJAN (PROV.  BUENOS AIRES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;351;2989;BASICA;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;351;2985;BASICA;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;351;2986;BASICA;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;351;2987;BASICA;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;351;2988;BASICA;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;2324;608;BASICA;MERCEDES (PROV.  BUENOS AIRES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;342;5651;BASICA;SANTA FE
IP-TEL SOCIEDAD ANONIMA;SBT;3543;672;BASICA;ARGÜELLO
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;478;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;2320;22;BASICA;TORTUGUITAS
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2226;637;BASICA;CAÑUELAS
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;470;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;223;6313;BASICA;MAR DEL PLATA
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;472;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;471;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;477;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;475;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;230;405;BASICA;VILLA ROSA
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;479;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;473;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;474;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;220;428;BASICA;PONTEVEDRA
TELECENTRO SOCIEDAD ANONIMA;SBT;230;402;BASICA;PILAR (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;230;401;BASICA;PILAR (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;230;403;BASICA;PILAR (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;230;400;BASICA;PILAR (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;230;404;BASICA;PILAR (PROV.  BUENOS AIRES)
TELECENTRO SOCIEDAD ANONIMA;SBT;230;408;BASICA;PARQUE INDUSTRIAL PILAR
TELECENTRO SOCIEDAD ANONIMA;SBT;2225;476;BASICA;SAN VICENTE (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;235;BASICA;LUJAN (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2320;265;BASICA;JOSE C. PAZ
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;230;BASICA;LUJAN (PROV.  BUENOS AIRES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;342;5654;BASICA;SANTA FE
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;237;426;BASICA;GENERAL RODRIGUEZ
TELECENTRO SOCIEDAD ANONIMA;SBT;3487;24;BASICA;ZARATE
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;239;BASICA;LUJAN (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;231;BASICA;LUJAN (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;238;BASICA;LUJAN (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;232;BASICA;LUJAN (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;233;BASICA;LUJAN (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;234;BASICA;LUJAN (PROV.  BUENOS AIRES)
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;237;425;BASICA;MORENO
TELECENTRO SOCIEDAD ANONIMA;SBT;348;4279;BASICA;ZELAYA
TELECENTRO SOCIEDAD ANONIMA;SBT;3487;25;BASICA;ZARATE
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;348;429;BASICA;ESCOBAR
IDT CORPORATION DE ARGENTINA SOCIEDAD ANONIMA;SBT;2323;237;BASICA;LUJAN (PROV.  BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;3465;452;BASICA;FIRMAT
ALVIS SOCIEDAD ANONIMA;SBT;3465;453;BASICA;FIRMAT
ALVIS SOCIEDAD ANONIMA;SBT;11;3719;BASICA;AMBA
ALVIS SOCIEDAD ANONIMA;SBT;3777;343;BASICA;BELLA VISTA (PROV.  CORRIENTES)
ALVIS SOCIEDAD ANONIMA;SBT;3777;344;BASICA;BELLA VISTA (PROV.  CORRIENTES)
ALVIS SOCIEDAD ANONIMA;SBT;3471;644;BASICA;CAÑADA DE GOMEZ
ALVIS SOCIEDAD ANONIMA;SBT;3471;645;BASICA;CAÑADA DE GOMEZ
ALVIS SOCIEDAD ANONIMA;SBT;3471;639;BASICA;CAÑADA DE GOMEZ
ALVIS SOCIEDAD ANONIMA;SBT;3471;642;BASICA;CAÑADA DE GOMEZ
ALVIS SOCIEDAD ANONIMA;SBT;2317;560;BASICA;9 DE JULIO (PROV.  BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;3464;604;BASICA;CASILDA
ALVIS SOCIEDAD ANONIMA;SBT;3777;340;BASICA;BELLA VISTA (PROV.  CORRIENTES)
ALVIS SOCIEDAD ANONIMA;SBT;2317;564;BASICA;9 DE JULIO (PROV.  BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;2317;563;BASICA;9 DE JULIO (PROV.  BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;2317;562;BASICA;9 DE JULIO (PROV.  BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;2317;561;BASICA;9 DE JULIO (PROV.  BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;3464;603;BASICA;CASILDA
ALVIS SOCIEDAD ANONIMA;SBT;3464;601;BASICA;CASILDA
ALVIS SOCIEDAD ANONIMA;SBT;3464;600;BASICA;CASILDA
ALVIS SOCIEDAD ANONIMA;SBT;2342;538;BASICA;BRAGADO
ALVIS SOCIEDAD ANONIMA;SBT;298;4255;BASICA;GENERAL ROCA (PROV.  RIO NEGRO)
ALVIS SOCIEDAD ANONIMA;SBT;3464;602;BASICA;CASILDA
ALVIS SOCIEDAD ANONIMA;SBT;3465;450;BASICA;FIRMAT
ALVIS SOCIEDAD ANONIMA;SBT;2314;505;BASICA;BOLIVAR
ALVIS SOCIEDAD ANONIMA;SBT;2342;539;BASICA;BRAGADO
ALVIS SOCIEDAD ANONIMA;SBT;3465;454;BASICA;FIRMAT
ALVIS SOCIEDAD ANONIMA;SBT;3777;342;BASICA;BELLA VISTA (PROV.  CORRIENTES)
ALVIS SOCIEDAD ANONIMA;SBT;2342;536;BASICA;BRAGADO
ALVIS SOCIEDAD ANONIMA;SBT;3777;341;BASICA;BELLA VISTA (PROV.  CORRIENTES)
ALVIS SOCIEDAD ANONIMA;SBT;2342;537;BASICA;BRAGADO
ALVIS SOCIEDAD ANONIMA;SBT;3471;643;BASICA;CAÑADA DE GOMEZ
ALVIS SOCIEDAD ANONIMA;SBT;2314;508;BASICA;BOLIVAR
ALVIS SOCIEDAD ANONIMA;SBT;2314;504;BASICA;BOLIVAR
ALVIS SOCIEDAD ANONIMA;SBT;2314;507;BASICA;BOLIVAR
ALVIS SOCIEDAD ANONIMA;SBT;2314;506;BASICA;BOLIVAR
ALVIS SOCIEDAD ANONIMA;SBT;3465;451;BASICA;FIRMAT
ALVIS SOCIEDAD ANONIMA;SBT;2342;535;BASICA;BRAGADO
ALVIS SOCIEDAD ANONIMA;SBT;3777;345;BASICA;GOYA
ALVIS SOCIEDAD ANONIMA;SBT;3482;336;BASICA;RECONQUISTA
ALVIS SOCIEDAD ANONIMA;SBT;3382;487;BASICA;RUFINO
ALVIS SOCIEDAD ANONIMA;SBT;3437;473;BASICA;LA PAZ (PROV.  ENTRE RIOS)
ALVIS SOCIEDAD ANONIMA;SBT;3437;474;BASICA;LA PAZ (PROV.  ENTRE RIOS)
ALVIS SOCIEDAD ANONIMA;SBT;3437;470;BASICA;LA PAZ (PROV.  ENTRE RIOS)
ALVIS SOCIEDAD ANONIMA;SBT;3382;484;BASICA;RUFINO
ALVIS SOCIEDAD ANONIMA;SBT;353;4743;BASICA;VILLA NUEVA (PROV. CORDOBA)
ALVIS SOCIEDAD ANONIMA;SBT;353;4744;BASICA;VILLA NUEVA (PROV. CORDOBA)
ALVIS SOCIEDAD ANONIMA;SBT;3382;485;BASICA;RUFINO
ALVIS SOCIEDAD ANONIMA;SBT;298;4258;BASICA;GENERAL ROCA (PROV.  RIO NEGRO)
ALVIS SOCIEDAD ANONIMA;SBT;3777;348;BASICA;GOYA
ALVIS SOCIEDAD ANONIMA;SBT;3482;335;BASICA;RECONQUISTA
ALVIS SOCIEDAD ANONIMA;SBT;3777;347;BASICA;GOYA
ALVIS SOCIEDAD ANONIMA;SBT;264;4782;BASICA;SAN JUAN
ALVIS SOCIEDAD ANONIMA;SBT;264;4780;BASICA;SAN JUAN
ALVIS SOCIEDAD ANONIMA;SBT;264;4781;BASICA;SAN JUAN
ALVIS SOCIEDAD ANONIMA;SBT;264;4783;BASICA;SAN JUAN
ALVIS SOCIEDAD ANONIMA;SBT;264;4784;BASICA;SAN JUAN
ALVIS SOCIEDAD ANONIMA;SBT;3777;349;BASICA;GOYA
ALVIS SOCIEDAD ANONIMA;SBT;3777;346;BASICA;GOYA
ALVIS SOCIEDAD ANONIMA;SBT;298;4259;BASICA;GENERAL ROCA (PROV.  RIO NEGRO)
ALVIS SOCIEDAD ANONIMA;SBT;3382;486;BASICA;RUFINO
ALVIS SOCIEDAD ANONIMA;SBT;2262;688;BASICA;NECOCHEA
ALVIS SOCIEDAD ANONIMA;SBT;2262;696;BASICA;NECOCHEA
ALVIS SOCIEDAD ANONIMA;SBT;353;4741;BASICA;VILLA NUEVA (PROV. CORDOBA)
ALVIS SOCIEDAD ANONIMA;SBT;353;4742;BASICA;VILLA NUEVA (PROV. CORDOBA)
ALVIS SOCIEDAD ANONIMA;SBT;353;4740;BASICA;VILLA NUEVA (PROV. CORDOBA)
ALVIS SOCIEDAD ANONIMA;SBT;3462;348;BASICA;VENADO TUERTO
ALVIS SOCIEDAD ANONIMA;SBT;3462;349;BASICA;VENADO TUERTO
ALVIS SOCIEDAD ANONIMA;SBT;3462;346;BASICA;VENADO TUERTO
ALVIS SOCIEDAD ANONIMA;SBT;3462;345;BASICA;VENADO TUERTO
ALVIS SOCIEDAD ANONIMA;SBT;3462;347;BASICA;VENADO TUERTO
ALVIS SOCIEDAD ANONIMA;SBT;3482;338;BASICA;RECONQUISTA
ALVIS SOCIEDAD ANONIMA;SBT;2262;689;BASICA;NECOCHEA
ALVIS SOCIEDAD ANONIMA;SBT;3482;339;BASICA;RECONQUISTA
ALVIS SOCIEDAD ANONIMA;SBT;2262;687;BASICA;NECOCHEA
ALVIS SOCIEDAD ANONIMA;SBT;2262;686;BASICA;NECOCHEA
ALVIS SOCIEDAD ANONIMA;SBT;3437;472;BASICA;LA PAZ (PROV.  ENTRE RIOS)
ALVIS SOCIEDAD ANONIMA;SBT;3437;471;BASICA;LA PAZ (PROV.  ENTRE RIOS)
ALVIS SOCIEDAD ANONIMA;SBT;2355;549;BASICA;LINCOLN
ALVIS SOCIEDAD ANONIMA;SBT;2355;548;BASICA;LINCOLN
ALVIS SOCIEDAD ANONIMA;SBT;2355;546;BASICA;LINCOLN
ALVIS SOCIEDAD ANONIMA;SBT;2355;545;BASICA;LINCOLN
ALVIS SOCIEDAD ANONIMA;SBT;2355;547;BASICA;LINCOLN
ALVIS SOCIEDAD ANONIMA;SBT;3382;488;BASICA;RUFINO
ALVIS SOCIEDAD ANONIMA;SBT;2302;686;BASICA;GENERAL PICO
ALVIS SOCIEDAD ANONIMA;SBT;2302;688;BASICA;GENERAL PICO
ALVIS SOCIEDAD ANONIMA;SBT;298;4257;BASICA;GENERAL ROCA (PROV.  RIO NEGRO)
ALVIS SOCIEDAD ANONIMA;SBT;2302;687;BASICA;GENERAL PICO
ALVIS SOCIEDAD ANONIMA;SBT;3482;337;BASICA;RECONQUISTA
ALVIS SOCIEDAD ANONIMA;SBT;298;4256;BASICA;GENERAL ROCA (PROV.  RIO NEGRO)
ALVIS SOCIEDAD ANONIMA;SBT;2302;689;BASICA;GENERAL PICO
ALVIS SOCIEDAD ANONIMA;SBT;385;6091;BASICA;SANTIAGO DEL ESTERO
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3552;BASICA;LUJAN DE CUYO
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3549;BASICA;MAIPU (PROV.  MENDOZA)
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3548;BASICA;MAIPU (PROV.  MENDOZA)
ALVIS SOCIEDAD ANONIMA;SBT;280;4741;BASICA;TRELEW
ALVIS SOCIEDAD ANONIMA;SBT;223;6447;BASICA;SIERRA DE LOS PADRES
ALVIS SOCIEDAD ANONIMA;SBT;385;6093;BASICA;SANTIAGO DEL ESTERO
ALVIS SOCIEDAD ANONIMA;SBT;2323;694;BASICA;LUJAN (PROV.  BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;385;6094;BASICA;SANTIAGO DEL ESTERO
ALVIS SOCIEDAD ANONIMA;SBT;385;6090;BASICA;SANTIAGO DEL ESTERO
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3547;BASICA;MAIPU (PROV.  MENDOZA)
BVNET SOCIEDAD ANONIMA;SBT;351;709;BASICA;CORDOBA
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3551;BASICA;LUJAN DE CUYO
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3546;BASICA;MAIPU (PROV.  MENDOZA)
ALVIS SOCIEDAD ANONIMA;SBT;2245;533;BASICA;CASTELLI
ALVIS SOCIEDAD ANONIMA;SBT;2245;534;BASICA;CASTELLI
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3550;BASICA;LUJAN DE CUYO
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3554;BASICA;LUJAN DE CUYO
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3553;BASICA;LUJAN DE CUYO
ALVIS SOCIEDAD ANONIMA;SBT;223;6429;BASICA;LA BRAVA (PROV. BUENOS AIRES)
ALVIS SOCIEDAD ANONIMA;SBT;385;6092;BASICA;SANTIAGO DEL ESTERO
ALVIS SOCIEDAD ANONIMA;SBT;280;4748;BASICA;PUERTO MADRYN
BVNET SOCIEDAD ANONIMA;SBT;223;637;BASICA;MAR DEL PLATA
BVNET SOCIEDAD ANONIMA;SBT;341;219;BASICA;ROSARIO
BVNET SOCIEDAD ANONIMA;SBT;342;571;BASICA;SANTA FE
BVNET SOCIEDAD ANONIMA;SBT;291;517;BASICA;BAHIA BLANCA
BVNET SOCIEDAD ANONIMA;SBT;11;3839;BASICA;AMBA
ALVIS SOCIEDAD ANONIMA;SBT;2261;421;BASICA;NAPALEOFU
ALVIS SOCIEDAD ANONIMA;SBT;280;4742;BASICA;TRELEW
ALVIS SOCIEDAD ANONIMA;SBT;280;4740;BASICA;TRELEW
ALVIS SOCIEDAD ANONIMA;SBT;280;4744;BASICA;TRELEW
ALVIS SOCIEDAD ANONIMA;SBT;280;4743;BASICA;TRELEW
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;220;4754;BASICA;MARCOS PAZ
ALVIS SOCIEDAD ANONIMA;SBT;280;4749;BASICA;PUERTO MADRYN
ALVIS SOCIEDAD ANONIMA;SBT;280;4745;BASICA;PUERTO MADRYN
ALVIS SOCIEDAD ANONIMA;SBT;280;4747;BASICA;PUERTO MADRYN
ALVIS SOCIEDAD ANONIMA;SBT;223;6521;BASICA;MAR DEL PLATA
ALVIS SOCIEDAD ANONIMA;SBT;223;6522;BASICA;MAR DEL PLATA
ALVIS SOCIEDAD ANONIMA;SBT;223;6524;BASICA;MAR DEL PLATA
ALVIS SOCIEDAD ANONIMA;SBT;223;6525;BASICA;MAR DEL PLATA
ALVIS SOCIEDAD ANONIMA;SBT;223;6523;BASICA;MAR DEL PLATA
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;220;4753;BASICA;MARCOS PAZ
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;220;4757;BASICA;MARCOS PAZ
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;220;4755;BASICA;MARCOS PAZ
ALVIS SOCIEDAD ANONIMA;SBT;280;4746;BASICA;PUERTO MADRYN
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3545;BASICA;MAIPU (PROV.  MENDOZA)
ALVIS SOCIEDAD ANONIMA;SBT;223;6449;BASICA;PLAYA CHAPADMALAL
ALVIS SOCIEDAD ANONIMA;SBT;2261;422;BASICA;SAN MANUEL (PROV.  BUENOS AIRES)
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3544;BASICA;CHACRAS DE CORIA
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4210;BASICA;PARQUE INDUSTRIAL PILAR
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3542;BASICA;CHACRAS DE CORIA
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4211;BASICA;PARQUE INDUSTRIAL PILAR
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4209;BASICA;PARQUE INDUSTRIAL PILAR
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;220;4756;BASICA;MARCOS PAZ
ALVIS SOCIEDAD ANONIMA;SBT;2323;695;BASICA;LUJAN (PROV.  BUENOS AIRES)
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4208;BASICA;PARQUE INDUSTRIAL PILAR
ALVIS SOCIEDAD ANONIMA;SBT;223;6428;BASICA;BATAN
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3541;BASICA;CHACRAS DE CORIA
ALVIS SOCIEDAD ANONIMA;SBT;2323;696;BASICA;LUJAN (PROV.  BUENOS AIRES)
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3540;BASICA;CHACRAS DE CORIA
ALVIS SOCIEDAD ANONIMA;SBT;223;6427;BASICA;ESTACION CAMET
ALVIS SOCIEDAD ANONIMA;SBT;223;6448;BASICA;SANTA CLARA DEL MAR
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4205;BASICA;PARQUE INDUSTRIAL PILAR
BT LATAM ARGENTINA SOCIEDAD ANONIMA;SBT;261;3543;BASICA;CHACRAS DE CORIA
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4202;BASICA;PARQUE INDUSTRIAL PILAR
ALVIS SOCIEDAD ANONIMA;SBT;2323;697;BASICA;LUJAN (PROV.  BUENOS AIRES)
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4207;BASICA;PARQUE INDUSTRIAL PILAR
ALVIS SOCIEDAD ANONIMA;SBT;2323;698;BASICA;LUJAN (PROV.  BUENOS AIRES)
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4203;BASICA;PARQUE INDUSTRIAL PILAR
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4204;BASICA;PARQUE INDUSTRIAL PILAR
C.P.S. COMUNICACIONES SOCIEDAD ANONIMA;SBT;230;4206;BASICA;PARQUE INDUSTRIAL PILAR
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2953;409;BASICA;MACACHIN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;3878;571;BASICA;DRAGONES
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3564;351;BASICA;PORTEÑA
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3562;498;BASICA;SAN GUILLERMO
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3564;352;BASICA;PORTEÑA
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2953;408;BASICA;MACACHIN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;223;5841;BASICA;SANTA CELINA
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2946;427;BASICA;LAMARQUE
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3468;578;BASICA;CORRAL DE BUSTOS
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3562;499;BASICA;SAN GUILLERMO
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2334;419;BASICA;EDUARDO CASTEX
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2946;424;BASICA;FRAY LUIS BELTRAN (PROV.  RIO NEGRO)
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2946;425;BASICA;FRAY LUIS BELTRAN (PROV.  RIO NEGRO)
